Unnamed: 0,text,label
1710,Shortage of rain during the highly variable Monsoon season can cause droughts in U. P. leading to several deaths and loss of property .,0
1208,The atoms in metals have a strong attractive force between them .,0
2788,"As well as industrial uses , maritime pine is also a popular ornamental tree , planted in parks and gardens in areas with warm temperate climates .",1
729,"In computing , at least internally , metric time gained widespread use for ease of computation .",1
2643,"The Founding Fathers wanted republicanism because its ideas guaranteed liberty , with limited powers checking and balancing each other .",1
1046,"In the world , breast cancer is the fifth-most common cause of cancer death .",0
2765,Distributed shared memory systems mimic these mechanisms in an attempt to maintain consistency between blocks of memory in loosely coupled systems .,1
1853,"There was just two entries in the Quad doubles , and they played a straight final to decided the championship .",0
1158,Butter cakes are often made by beating the butter and sugar until fluffy .,0
2307,"The sea contains a number of reefs , uninhabited islands and significant hydrocarbon reserves .",1
2049,"From the hypostyle hall , one enters the second pillared hall , which has four pillars decorated with beautiful scenes of offerings to the gods .",1
1479,"As an architectural ornament , spires are most often found on Christian churches .",0
2276,"The earliest anchors were probably rocks , and many rock anchors have been found dating from at least the Bronze Age .",1
1849,The song was given mixed reviews from music critics .,0
1778,They are considered one of the most successful groups of studio musicians in music history .,0
1272,"On Friday , drivers had a 45 - minute free practice session and a 30 - minute qualifying session .",0
694,"Once boot options have been selected , GRUB loads the selected kernel into memory and passes control to the kernel .",1
1474,"Kodkods are active during the day and night , but they only go into open ground under the cover of darkness .",0
221,"All the bicycles in front of the station had been locked , so they were removed using tools .",0
2518,"In his first form , Frieza is a relatively short humanoid , albeit with a large chestnut - shaped skull with two horns .",1
1808,Seventy students and teachers going to the United States for summer camp were among the Chinese passengers .,0
667,Car rentals are subject to many conditions which vary from one brand to another .,0
1028,The movie became very popular before it was released because of the title and because of many people talked about it on the Internet .,0
1887,"Historic Scotland had direct responsibility for maintaining and running over 360 monuments in its care , about a quarter of which are manned and charge admission entry .",1
1612,Insect respiration happens without lungs .,0
696,"Passes are synced between iOS devices using iCloud , and OS X 10.8.2 and later also support opening passes to be sent to users ' iOS devices .",1
2186,Oats are grown all over temperate places .,1
1460,The shrinking generator takes a different approach .,0
2757,"One of the primary industries in the town is tourism , most notably scuba diving .",1
605,"The fur coloring of the lar gibbon varies from black and dark - brown to light - brown , sandy colors .",1
2608,Natural selection has driven the diversification of the toxins to counter the defences of the prey .,1
749,The protected area is part of the Terai-Duar savanna and grasslands ecoregion .,1
907,"After World War II , the countries in Europe wanted to live peacefully together and help one another 's economies .",0
1433,Points are awarded to drivers and teams based on their finishing order .,0
2357,"Zero-fare public transport services are funded in full by means other than collecting a fare from passengers , normally through heavy subsidy or commercial sponsorship by businesses .",1
2517,Short 's unsolved murder and the details surrounding it have had caused many theories and public speculation .,1
2237,There are various modifications that can be implemented atop the fundamentals of the battle royale .,1
943,"He and his wife Mary have three children and , as of July 2016 , six grandchildren .",0
2192,Most species of the sea snakes are able to respire through the top of their skin .,1
1487,The simplest form of term life insurance is a one-year contract .,0
141,Her shelf was crowded with swimming trophies .,0
1703,Several explanations exist for the original name .,0
1133,"Since measurings begun in 1905 , several November records for deep snow were broken .",0
136,"George knew he was good at playing hide and seek , and advised Tina to hide between the wall and the tree .",0
1349,"He died of pneumonia and heart failure on 7 January 2018 , aged 61 .",0
733,"The individual mineral grains in schist , drawn out into flaky scales by heat and pressure , can be seen by the naked eye .",1
255,"If it were n't so important , she would not keep reminding you to work on it .",0
280,Petting animals is good for relaxing people under stress .,0
1611,Food power is part of food politics .,0
976,This lake is considered healing and is appreciated by some local people .,0
1236,"As of 2017 , the books had collectively sold more than seven million copies , and appeared on numerous childrens ' best-seller lists .",0
1619,The song received generally positive reviews from music critics .,0
536,"For 95 - 97 % of cases , infection is resolved after one dose of metronidazole .",1
2767,Seaweed is under consideration as a potential source of bioethanol .,1
2346,Eukaryotic cells have a highly evolved process of secretion .,1
2669,"As a profession , medical illustration has a more recent history .",1
2149,China has officially cited resource depletion and environmental concerns as the reasons for a nationwide crackdown on its rare- earth mineral production sector .,1
264,They should fire that awful accountant .,1
2469,There are a wide variety of symptoms that have been found to be associated with sensory overload .,1
1294,Conscious thought is not necessary for knowledge of results to have its effect .,0
1749,At 10.00 am there was a large crowd of people watching the action .,0
200,"No matter what anyone thinks , remember what you think is the right thing to do , and do it .",0
2514,"The work is anonymous , and there is speculation about the author 's identity .",1
2199,Caramel sauce is made by mixing caramelized sugar with cream .,1
2462,The park has been frequently closed to visitors because of sulphuric gas emissions .,1
1935,This lets the photographer control the amount of light reaching the film or image sensor .,1
329,He 's very keen on getting a puppy .,0
886,Other forms of PAH are far more common .,0
938,"While these literary sources do not prove that the punishment still took place , they do provide evidence that it had not been forgotten .",0
2223,These frogs do not have the adhesive toe disc cups found in the tree frogs .,1
2232,"Wrasses can put their jaws forwards , usually with separate jaw teeth that jut outwards .",1
2685,Typically unitary authorities cover towns or cities which are large enough to function independently of county or other regional administration .,1
1758,"Since cholera became common in the 19th century , it has killed tens of millions of people .",0
2444,"Perjury is a serious crime because it might be used to take away the power of a court , which can lead to punishment for the wrong person .",1
628,"In most cases , contribution claims are made like the original claim itself .",0
1783,"One of the main industries in the town is tourism , most notably scuba diving .",0
965,"After 1998 , he began suffering from both weight - control problems and injuries .",0
1240,It is made up of 8 districts and 28 municipalities .,0
1140,The musical film was a natural development of the stage musical after the emergence of sound film technology .,0
313,I wish I could have had a chance to clean up before your arrival .,0
37,Both of my friends will be studying abroad next year so I am a little sad .,0
999,"Straight rail was played professionally in the US from 1873 to 1879 , but is uncommon there today .",0
1464,Reintroduction is the release of species back into the wild .,0
1049,Pure aluminum is quite soft and lacking in strength .,0
1978,"Built between 2003 and 2006 out of formerly barren lands , it covers 40 hectares .",1
2737,"Eucalypts were introduced to Brazil in 1910 , for timber substitution and the charcoal industry .",1
2337,"The three - toed hind limbs were long and thick , supporting the body in a bipedal posture .",1
1409,"Because it requires breaking the skin barrier , tattooing carries health risks including infection and allergic reactions .",0
1673,"But in the inland areas more than half of the population was Serbo- Croatian speaking , after the first years of the 18th century .",0
905,God created the universe and everything in it in six days .,0
1791,"From 2014 the museum faced budget cuts that dropped its maintenance to less than R $ 520,000 annually .",0
541,"Perspective drawings have a horizon line , which is often implied .",1
1056,Most Irish people who came to the United States during the 1800s lived in big cities where there were many other Irish people .,0
1643,The pumpkin is native to the continent of North America .,0
745,This phrase is British in origin and derives from sports that use goalposts .,1
2343,"At first , historical linguistics served as the cornerstone of comparative linguistics primarily as a tool for linguistic reconstruction .",1
1283,"In order to make it possible for all the Form 3 students to study as Form 4 in the school , the school changed the class structure .",0
1282,Costa Rica developed high literacy rates and education levels .,0
1840,Increasing market share is one of the most important objectives of business .,0
666,He played a brief part in the revolutionary events of 1848 .,0
17,"When the parade reached the end of its route , the people began to shout .",0
2526,"Editors have so far released two platinum studio albums , and six in total , with several million combined sales .",1
2507,"However , it is an extremely persistent organic pollutant ; it does not easily break down .",1
424,It can be used as a mordant .,0
645,Shabbat is a day of celebration as well as prayer .,0
631,All- female bands are not restricted by mainstream genres .,0
124,"The moment when the earthquake hit , the tsunami sirens began to shriek .",1
1786,The film received generally positive reviews .,0
2074,"Estimates for the total number of casualties in the war vary , because many deaths went unrecorded .",1
2744,"In the knockout stage , teams play against each other over two legs on a home - and - away basis , except for the one-match final .",1
2085,"The English text comprises 108,260 words and is divided into two parts , each reading as a continuous narrative with no chapter divisions .",1
303,Nobody spoke another word after the professor got mad .,0
2509,The boiling point of a liquid varies depending upon the surrounding environmental pressure .,1
2413,"Self resonant loop antennas are relatively large , governed by the intended wavelength of operation .",1
2191,Grosics died on 13 June 2014 after suffering from cardiac and lung problems .,1
1586,He was one of the best known politicians in Sweden .,0
2649,"For increased efficiency the sectors should be serviced in order of proximity to the current head position , not the order received .",1
2189,Females reach sexual maturity at 4 years while males do not reach maturity until 7 years old .,1
2786,Visitors typically arrive at a tram station in the arrival plaza between the administrative buildings and the museum entrance .,1
654,Similarities in his musical style with the earlier works of Mozart have often been noted .,0
1528,Eggs are laid singly under old leaves of a host plant and are green or grey blue .,0
843,He quit the band in 2008 to put more energy into his career as a pilot .,0
2614,Three soccer grounds using artificial turfs were opened on 3 October 2012 .,1
2028,Different filters are used to select the wavelength of light which the solution absorbs the most .,1
2132,"The station 's large hall was chosen because its dimensions are similar to 19th century concert halls , that is , it is shaped in the 'shoebox style ' .",1
203,We used worms on our fishing hooks .,0
1913,GCs are part of the feedback system for the immune system .,1
2001,The first goal of treating gout is to reduce the symptoms of an acute attack .,1
1504,"The third rail is usually located outside the two running rails , but occasionally between them .",0
720,There are several types of wordplay used in cryptics .,1
1607,Production and use of energy resources is important to the economy of the world .,0
1903,"Mars is a terrestrial planet that consists of minerals containing silicon and oxygen , metals , and other elements that typically make up rock .",1
1176,"The female potoroos can have two babies in a year , but only carry one at a time .",0
1463,"Before contact with Europeans , the indigenous peoples of North America were divided into many different polities , from small bands of a few families to large empires .",0
446,"Thin slices or strips of vegetables or seafood are dipped in the batter , then briefly deep-fried in hot oil .",0
675,"A special Christmas family meal is traditionally an important part of the holiday 's celebration , and the food that is served varies greatly from country to country .",0
431,March music is often important for ceremonial occasions .,0
1651,"In 1907 , residents of the town decided to incorporate .",0
163,Israelis must serve in the military .,0
1618,The song was given positive reviews from music critics .,0
1419,"The professors currently hold their positions for three years , extendable for a fourth year .",0
2657,"The steppe region had long been inhabited by mounted nomads , and from the central steppes they could reach all areas of the Asian continent .",1
1029,"However , species vary in the details .",0
578,There are many other variations on male masturbation techniques .,1
1366,The phrase is used in widely varying contexts .,0
1855,Since the end of the series rumors have circulated that a feature length movie was in the works .,0
2467,"The historical journal , a forum where academic historians could exchange ideas and publish newly discovered information , came into being in the 19th century .",1
888,This species is blue-green to green in color and commonly grows to approximately 46 cm .,0
1662,Today Trailways members are spread across North America .,0
230,Please help me to make sense of this terrible news .,0
2484,Hyperoliids range from 1.5 to in body length .,1
2242,"At about 11 : 31 AM MST , the track of both airplanes intersected over the canyon , and they hit each other .",1
1882,The grinding of solid matters occurs under exposure of mechanical forces that trench the structure by overcoming of the interior bonding forces .,1
1917,Urban legend says that Bobtails are the result of a cross breeding between a domestic tabby cat and a wild bobcat .,1
1325,"In most species , the female does most or all of the nest construction , though the male often helps .",0
1953,"The following is a list of active , unofficial codes that emulate the ISO 4217 format .",1
1647,"The most common criticisms were about the two -player mode , a first for the series .",0
379,It was found that exercise increases vitality .,0
1656,The party declined rapidly after the 1856 election .,0
2020,"The theory has been criticized and modified over the course of time , as one of several competing theories of emotion .",1
1260,Visibility of less than 100 m is usually reported as zero .,0
1839,"The library has a chess room that houses a wide range of materials dedicated to the history , study and practice of chess .",0
53,They got together to pray and wish the rains would stop flooding the river and drowning the crops .,0
1544,Architecture is the art and science of designing buildings and structures .,0
1987,"The frog has a few native predators , among them snakes and birds .",1
1,Lucy cleaned up the chemistry equipment .,0
936,Patients come to an emergency department with little warning .,0
2780,"As a result , the two worlds collide and it seems they are doomed by circumstance .",1
1292,"There should be multiple ways of sending emergency information so that if one does not work , the others might .",0
2560,"The number of strings on the rebec varies from 1 to 5 , although three is the most common number .",1
1350,The total number of people with this infection is higher in some countries in Africa and Asia .,0
1981,A nuclear meltdown may be part of a chain of disasters .,1
1331,"Following two major accidents in 2002 and 2003 , one of the main issues in safety has been at the corner 130R .",0
2374,"The Romans adopted the Greek tradition , writing at first in Greek , but eventually chronicling their history in a freshly non-Greek language .",1
2720,"Most tin whistles are in D , because they are often used in music with fiddles .",1
1493,A design competition in 1927 did not produce a winning entry .,0
2648,"For efficiency the sectors should be serviced in order of proximity to the current head position , rather than in the order received .",1
1670,"People have been pedicuring their nails for more than 4,000 years .",0
515,"The throwback uniforms would have an impact on future seasons in the NHL , as several teams adopted throwbacks as alternate jerseys .",1
2078,Is responsible for emulating realistic laws of physics within the application .,1
2810,This subfamily is widely distributed and members are adapted to a wide variety of environments .,1
766,"Since the development of technology , Transmission and storage systems have been of immense interest to technologists and technology users .",1
2589,"The eastern border of the province corresponds to the western side of the Maas , which originates in France .",1
121,I am a researcher in applied corpus linguistics .,1
1739,"Unlike war crimes , crimes against humanity can happen during peace or war .",0
1080,A computer program is usually written by a computer programmer in a programming language .,0
1031,"It flies slowly with its head facing downwards , looking for its main food , the large apple snails .",0
1729,The city is notable for its well - preserved downtown with a number of remaining historic businesses .,0
2230,There were some changes in the terms of their service which may have created resentment .,1
920,"Agriculture is still one of the main activities in the province , adding 15 % to its output .",0
1296,African elephants receive some legal protection in every country where they are found .,0
617,"However , the entry must be written to the backing store at some point in time .",0
148,"It is too far for Jamie to walk to , especially because she is pregnant and easily exhausted .",0
1452,"Although American units were usually able to get new troops quickly , the replacements rarely had enough training .",0
2127,"After September 1939 , desperate efforts were made to improve the situation , but with very little result .",1
2055,There have been numerous revivals since newer styles supplanted ragtime in the 1920s .,1
539,"No matter how advanced the semiconductor process or how fast the switching speed , this places a practical limit on how many instructions can be simultaneously dispatched .",1
211,It was from that point that our group realized that it would be impossible to finish by the deadline .,0
457,Exploring the mines is not allowed by the prefecture and people caught get heavy fines .,0
2781,As a result the two worlds collide and it seems they are doomed by circumstance .,1
963,These are forest birds that tend to feed on insects at or near the ground .,0
751,"The evolutionary history of scorpions goes back to the Silurian , 430 million years ago .",1
1536,Sixth is the roof escape opening that is in place on all Funny Cars since the division was made in the early 1970s .,0
2104,The health risks associated with nuclear materials have also featured prominently in Australian anti-nuclear campaigns .,1
1958,Albatrosses live much longer than other birds ; they delay breeding for longer and invest more effort into fewer young .,1
98,He is a passionate bird watcher .,0
1340,In 1873 mine employers attempted to introduce Saturday afternoon and Sunday shifts .,0
2636,Rat snakes are commonly kept as pets by reptile enthusiasts .,1
1053,Some serious nuclear accidents have occurred .,0
2269,It is a close relative of the mourning and eared doves .,1
1231,The islands are a popular destination for tourists .,0
1111,The A $ 32 million first phase of a major upgrade began in 2010 and is expected to be completed during 2015 .,0
811,There exist more complicated algebraic solutions for the general cubic equation and quartic equation .,1
701,It is possible to walk upon the walls for roughly half the circumference .,1
669,"In many countries , drowning is one of the main causes of preventable death for children under 12 years old .",0
624,Up - and-over or overhead doors are often used in garages .,0
1736,During the Spanish Civil War he left his work to be in theater as an amateur actor .,0
1234,Caramel sauce is made from heating water and caster sugar at a low to medium temperature .,0
2807,"In the center of a village , the ground begins to open up and a strange green light emanates from within .",1
2594,"A flounder 's diet consists mainly of fish spawn , crustaceans , polychaetes and small fish .",1
1851,Electric rays are found from shallow coastal waters down to at least 1000 m deep .,0
2207,"Soaps and detergents help to spread the oils and dirt particles through the water , so they can be washed away .",1
2084,The current cantonal constitution dates from 1997 .,1
594,Large parts of the world remained plagued by largely preventable or treatable infectious diseases .,1
1816,"Naming a child after a relative , friend , or well - known person is a common practice in the English -speaking world .",0
2235,"Farmer was diagnosed with esophageal cancer in the spring of 1970 , which was attributed to her lifelong habit of heavy smoking .",1
2121,"The wreath was added against the rules of heraldry , breaking up the carpet pattern .",1
2801,"With their long velar filaments deployed , Vampire Squid have been observed drifting along in the deep , black ocean currents .",1
1523,A table consists of an orderly arrangement of rows and columns .,0
1177,Operators also check clothing for foreign objects before placing them into the machine .,0
2363,Secondary cells are rechargeable .,1
2491,Many game artists are called upon to develop graphical treatments for the environments and elements in which role - playing games take place .,1
1742,"Basic general information about the clients : creator / company , license , etc .",0
2102,The main attack tried to rescue the trapped battalions .,1
1318,Call and response singing is common in modern Western popular music .,0
1878,The purpose of a formal name is to have a single name which is accepted and used worldwide for a particular plant or plant group .,0
1836,"In appearance , it is light yellow and opaque , smooth and creamy .",0
482,"From time to time , individuals joined the Order by special permission .",0
2500,Producing a stop-motion animation using clay is extremely laborious .,1
1020,Drug trafficking and illegal drug use is a big problem in the nation .,0
2397,"At the time of his disappearance he had climbed 10 out of the 14 eight - thousanders , all without supplementary oxygen .",1
1780,"Though he experimented in many styles of art , his unique talent was landscape painting .",0
2334,"For many years , efforts to discover brown dwarfs were fruitless .",1
560,Canada is also home to many indigenous languages .,1
854,"Since preservation , the railway has operated as a tourist attraction .",0
480,"Otherwise , companies in France was looking for graduated students with specialized skills , for jobs in key sectors .",0
175,"If they were just a little older , I would n't have to drive them to those early morning practice games .",0
417,The berry has a low sugar content and a mildly sweet taste .,0
1157,Rapid forces were needed to protect important locations from the enemy .,0
1235,Geordi was born blind and must wear a VISOR to help him see .,0
50,There was a wind howling all through the night and the next day .,0
13,The law does not allow us to make those kinds of deals anymore .,0
440,"The database has more than 15 million articles from more than 3,600 publications .",0
2156,"As part of the regeneration , the transport links to Ravenscraig will be greatly improved .",1
442,The currently accepted rules of ancient Greek boxing are based on historical references and images .,0
786,The theory of their use in sexual display was first proposed by Davitashvili in 1961 and has gained increasing acceptance since .,1
93,I knew bees could sting and I had to be careful around them .,0
1295,The filming schedule was intended to last 138 days but grew to 160 .,0
95,"While I was moving boxes , I heard a sudden loud noise and saw a big rip in my jeans .",0
915,"Brown recluse spiders are usually between 6 and , but may grow larger .",0
287,We hope to see that movie but I heard the tickets might be sold out .,0
796,The nouns and adjectives are created by removing the ending and thus obtaining the root .,1
2730,Balls of solid glass occasionally were used in a method purported to prevent lightning strikes to ships and other objects .,1
168,"If we were in charge of the government , I would pay more money to people who help people than to bankers .",0
1357,"In 2017 , the museum received 2,165,601 visitors , Scotland 's most popular visitor attraction that year .",0
555,The number of chromosomes is 40 .,1
2113,"Roussimoff died in his sleep of congestive heart failure on the night of January 27 , 1993 , in a Paris hotel room .",1
919,"In zoos , lions have been known to breed with tigers .",0
1308,Blankets may also be used on the ground for a picnic or other places where people want to sit without their clothing getting dirty or wet .,0
16,She kept in touch with all of her friends during the holiday so she always knew what everyone was up to .,0
2350,Endgames can be classified according to the type of pieces remaining on the board .,1
1070,The group sings the theme music for the following anime .,0
2152,Intellectual disability has been documented under a variety of names throughout history .,1
556,The animated series takes place chronologically between the and films .,1
2511,Intellectual property laws have the effect of converting some goods to scarce goods by law .,1
1085,"Traditionally , this dance is performed only by women at night without any instruments .",0
1421,In later years a number of books from foreign publishers have been taken by Egyptian authorities .,0
2699,"While the cause of the common cold has only been identified since the 1950s , the disease has been with humanity throughout history .",1
1893,"The new flag is a horizontal tricolor flag of yellow , green , and red charged with a five-pointed white star in the middle of the field .",1
19,We hope to meet at Whistler and go skiing together .,0
26,Several officials met to discuss the policy .,0
445,"Because he always needed money , he raised taxes and sold towns .",0
1837,"Throughout the campus , many fountains provide white noise as a background .",0
839,There were several inter-promotional matches after Unforgiven .,0
1795,"While there are many alternative treatments used for the common cold , there is not enough scientific evidence to support the use of most treatments .",0
842,Adding to science and technology has happened throughout the country 's history .,0
1022,"Starting in 1941 , all entering students had to be high school graduates .",0
1389,Matches where also be played on Tuesdays or Wednesdays instead of the normal Thursdays due to scheduling conflicts .,0
423,"During World War II , the elephants at the Zoo were killed in the air raids of September 7 - 8 , 1941 .",0
2452,"Apart from successful soundtracks , he has also received notability for his background music and is considered one of the finest background music composers in India .",1
1438,Recent editions have focused on record feats by human competitors .,0
964,The provinces and territories are all sub-divided into regions for a variety of official and unofficial purposes .,0
1983,"Its relative major is E major , and its parallel major is C-sharp major .",1
809,Szeged and surrounding area has been inhabited since ancient time .,1
1949,"The yellow flowers of the plant produce hairy seed pods , with each pod containing roughly a half dozen seeds .",1
1288,Strategic bombing was an idea first tried in World War I .,0
2499,Igneous rocks can be classified according to their chemistry .,1
2723,Common ostriches normally spend the winter months in pairs or alone .,1
2684,"The small commune formed only industrial and is residential today , the picturesque buildings mixed with modern buildings .",1
1071,The frog spends most of the year underground .,0
377,A monkey got loose in a train station .,0
408,Give your urine sample to the lab technician .,1
1877,In 1993 the team again achieved success in the national championship road race in Germany .,0
1779,He is thought of as one of the most important architectural thinkers and urbanists of his generation .,0
1906,Each one of these classes can be developed into unique material properties because ceramics tend to be crystalline .,1
1597,Game theory has also been used in philosophy .,0
35,I love it when babies giggle .,0
14,The man took several hostages whom he killed .,0
1716,The geodetic center of North America is within the county .,0
820,The swimming competition was held in the open sea because the organizers had refused to spend the money necessary for a specially constructed stadium .,0
1863,"While hundreds of comic series have been produced in the Franco- Belgian group , some are more notable than others .",0
239,The moonlight made the countryside shadowy .,0
621,From 1968 to 1980 the bank worked mostly on meeting the basic needs of people in poor countries .,0
1143,Basic modifications are simple .,0
549,Some clinics function as a place for people with injuries or illnesses to come and be seen by a triage nurse or other health worker .,1
1301,The table tennis section applied for bankruptcy on 3 July 2006 .,0
966,A group that makes more money than it spends can lend or invest the excess profit .,0
4,Several volunteers jumped into the water to try to save the drowning man .,0
521,Medical testing for sexually transmitted infections is important for prevention .,1
1120,"The book has been in print since it was first published , and has sold over one million copies .",0
928,"Unlike most boy bands , they formed independently and were later picked up by a record label , rather than being assembled by a label or a producer .",0
130,The athletes gathered in Kona for Ironman .,0
91,More women being shunned from higher executive positions are protesting on social media .,0
135,You need to learn to work with William even though you dislike him .,0
2067,Before the Romans conquered Britain their land and capital appear to have been part of the territory of the Atrebates .,1
872,Assuming a comfortable position helps the baby to latch properly .,0
2111,The word lineman / linesman refers to those who work in generally outdoor installation and maintenance jobs .,1
364,"In order to communicate with each other , both the French girlfriend and the Japanese boyfriend decided to learn a third language .",0
2291,Modern cladistic work has not been conclusive .,1
1241,Music and sport are the only fields that largely fall outside the station 's remit .,0
2532,"Viral populations do not grow through cell division , because they are acellular .",1
112,Your younger brother must have anger management problems since he is always getting into trouble .,0
805,"After several decades of prosperity , it entered a period of protracted political , military and economic decline .",1
426,The range is about 500 km long and it covers a tract about 48 km broad .,0
2805,Aquifers may occur at various depths .,1
2741,"Because of the increased demand and the restrictions on exports of the metals from China , some countries are stockpiling rare earth resources .",1
1048,"The channel 's format shows rolling news bulletins , updated every 15 minutes .",0
1495,These plants are very simple : They lack an obvious stem or leaves .,0
2285,Blankets may be spread on the ground for a picnic or where people want to sit in a grassy or muddy area without soiling their clothing .,1
2557,When writing currency amounts the location of the symbol varies by currency .,1
1540,"Because of code sharing , a single flight may be shown with many different flight numbers .",0
1737,"Upon its release in 1975 , critical response was mixed although box office was strong .",0
2641,"All shrews are comparatively small , most no larger than a mouse .",1
912,Human impacts during the 19th and 20th century have been significant .,0
215,I called but you were busy and I did n't want to interrupt .,0
201,My brother asked me to pick up more bananas from the market on my way home .,0
430,There are no records of any military related acts in his time in which he participated .,0
20,No one was able to eat their dinners knowing the girls were lost outside in the cold .,0
2704,Jutbring has been an active proponent of feminism and equal opportunities for women .,1
220,Do you know who your government representative is ?,0
2534,"At the 2009 Census , the commune had a population of 677 .",1
1399,The 150th anniversary was celebrated in 2003 .,0
752,"However , because conventions are not textually based , their existence and practice are open to debate .",1
2787,Some specific ministries / department are not allocated to anyone in the cabinet but the Prime Minister himself .,1
1077,"A bird bath is an attraction for many different species of birds to visit gardens , especially during the summer and drought periods .",0
792,The meaning and intent are sometimes mirrored in different terms .,1
2243,The structure of courts and the methods of selecting judges is determined by each state 's constitution or legislature .,1
682,All the seeds made it through the first round without incident .,0
1884,"It is grown as an ornamental plant in gardens , where several cultivars have been selected with varying pastel colors , including pink and purple .",1
2547,"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 406 CE to 410 CE .",1
317,He always got a strawberry milkshake .,0
2823,Some computer languages and the IEEE 754 - 2008 standard dictate that in straightforward calculations the result should not be rounded twice .,1
1852,"There were just two entries in the quad doubles , and they played a straight final to decide the championship .",0
2479,"The trematodes or flukes include 18,000 to 24,000 species , divided into two subclasses .",1
1731,"The park experiences three seasons : summer , monsoon , and winter .",0
1659,Engineers in the nineteenth century knew that a bridge which was built across multiple supports would distribute the loads among them .,0
1788,A young girl describes her special relationship with her grandfather over four seasons .,0
2495,"These dates are allegedly the king 's birthday and coronation day , respectively .",1
508,Bird banders have found that only 25 % of juvenile American robins live through their first year .,1
441,"The majority of squid are no more than 60 cm long , although the giant squid may reach 13 m .",0
2489,"Their common name comes from the parrots ' strong , monogamous pair bonding and the long time the pairs spend sitting together .",1
418,"Town criers were protected by royalty , as they sometimes brought bad news such as tax increases .",0
2524,"The fact that living things inherit traits from their parents has been known since prehistoric times , and used to improve crop plants and animals through selective breeding .",1
1715,"The river is known for its water mills ; during the 1950s , they numbered approximately 18 .",0
1563,On the 29 August 2010 trail bike riders discovered another human skeleton in the forest .,0
1521,All hardcovers have the contents of the comics with the covers .,0
157,He is n't on either Joanne or Lia 's side because he wants to stay neutral .,0
297,It 's nice to see a paper you 've been working on for months finally completed .,0
1151,The six-part series followed the book in great detail including all key features .,0
1907,The giant panda has luxuriant black - and - white fur .,1
1800,Mood and emotions at work are related to job satisfaction .,0
2503,"The main economic activity of the municipality is agriculture and some livestock , tourism and trade with Haiti .",1
1319,Call and response is common in modern Western popular music .,0
1832,"The first international cricket match was played between Canada and the United States , on 24 and 25 September 1844 .",0
2695,"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 480 to 484 .",1
354,"If they were at my house , I would have fed them .",0
830,In 1933 the first gravel runways were built .,0
2378,"Some performers or groups put on very elaborate and expensive affairs , with parts of the show being similar to a theater performance .",1
