Unnamed: 0,text,label
807,Castration is commonly performed on domestic animals not intended for breeding .,1
2531,"Though their shock at the slaughter was great , the Romans began a slow , systematic preparation to reconquer the country .",1
1512,"Ten matches happened at the show , including three on the pre-show .",0
67,His wife is a lawyer at a big law firm just like him .,0
2056,"Ragtime fell out of favor as jazz claimed the public 's imagination after 1917 , but there have been numerous revivals since .",1
1843,"The chief executive of a central bank is normally known as the Governor , President or Chairman .",0
1021,"Depending on their location , green tree frogs will live in several habitats .",0
1929,"Males differ from females by having the second antennae markedly enlarged , and modified into clasping organs used in mating .",1
636,"Food and equipment are brought to the South Base Camp by Sherpas or porters , with the help of animals like yaks .",0
859,"The design on the shield shows the sun , also found on the flag , rising from a blue and white sea .",0
181,The sea breeze came through the open window .,0
1040,"There is no exact total number of deaths , because many were unrecorded .",0
2694,"Given the above , one view of the progression of the accounting and finance career path is that financial accounting is a stepping stone to management accounting .",1
1015,"After the war , the buildings were used as an immigration and migration hostel .",0
407,Much of what we know about human history comes from archaeology .,1
2824,"Many species of large predatory fish also school , including many highly migratory fish , such as tuna and some ocean going sharks .",1
147,The wire on the fence was as sharp as razors ; we knew there was no way through it .,0
2561,Historians have noted that Washington 's death helped alter the way lynching was viewed .,1
213,Silicon is a chemical element .,0
227,I 'm glad my roommate enjoyed her birthday party last night but it was a very noisy one .,0
1088,There are few characteristics common to all blues .,0
2364,Those who advocate it are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process .,1
1998,"As the enamel and dentin are destroyed , the cavity becomes more noticeable .",1
138,Nobody understands why you do n't have confidence when it 's obvious that you have great talent !,0
595,Vervet monkeys serve as a primate model for understanding genetic and social behaviors of humans .,1
1956,"There are three ways a neural network can learn : supervised learning , unsupervised learning and reinforcement learning .",1
368,The newly discovered virus might be crucial in understanding the rapidly increasing death rate .,0
1803,"The quarter has a population of 17,226 distributed on an area of 4.6 km2 .",0
1860,Leatherback turtles are one of the deepest diving marine animals .,0
229,The government announced that the people who were responsible would be found and punished .,0
1355,The game was poorly received by critics and gamers alike .,0
2545,Impatiens have become one of the most popular garden annuals .,1
1526,"Some items of clothing are designed exclusively as underwear , while others such as T-shirts and certain types of shorts are suitable both as underwear and as outer clothing .",0
2229,"However , changes in the terms of their professional service may have created resentment .",1
248,The hawk flew down and grabbed a snake .,0
169,Lisa was nervous at the party and stood next to her best friend the entire night .,0
2365,Those who advocate these measures are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process .,1
2764,The service sector constitutes most of the local economy .,1
2315,"From its foundation , the abbey Fulda and its territory was subject only to the German emperor , not to the control of the local lords .",1
76,I wish those men would stop staring at me .,0
152,I hope to send out all the invitations by tonight .,0
871,A safety is scored if a player causes the ball to become dead in his own end zone .,0
500,"Like most rattlesnakes they live on land , and are not good climbers .",1
2429,"The parish is rural in character , the northeast being moorland and the southwest lower lying farmland .",1
1684,"Numbers seven and eight on the list are of a different kind from the first six , and are generally not considered by the other authors .",0
2003,"Net - casting spiders weave only small webs , but then manipulate them to trap prey .",1
2427,"Cooling refers to the process of becoming cold , or lowering in temperature .",1
2722,"Officially , the Indian rupee has a market-set exchange rate .",1
623,"The following is the modern version , adopted in 1900 , without the vivid attacks against Spain .",0
891,The process of cell reproduction has three major parts .,0
2677,"Unlike most earlier display protocols , X was specifically designed to be used over network connections rather than on an integral or attached display device .",1
1969,"Steadily rising sea levels then further isolated this little island , which is entirely of volcanic origin .",1
1916,"American Bobtails are playful , social and moderately energetic .",1
1623,"While the film is now considered a classic comedy , critical reaction was mixed when the film was released .",0
2075,CIDCO carved out 14 small nodes with a view towards facilitating comprehensive development .,1
767,"In an extension of his ionic theory Arrhenius proposed definitions for acids and bases , in 1884 .",1
1214,"The telescope is unique because it will use seven mirror sections , each 8.4 m in diameter .",0
1706,Thirty three first person poems that describe various moments during an eleven-year - old boy 's day at the beach .,0
192,Can you believe what Ishihara said about how all foreigners were to blame for crime in Tokyo ?,0
1089,"In modern times , belts for both men and women are used in BDSM .",0
154,What we have done is given consent so you can make your own legal decisions .,0
2406,The orbits of centaurs change from time to time because of interactions with the giant planets .,1
2734,"Inglese suffered a traumatic brain injury in an apparent fall in a stairwell sustained on July 17 , 2019 .",1
1640,"In consideration for several months , a corporate foundation has been established in September 2011 .",0
2659,Below are examples of a typical netsplit .,1
1003,"The main economic activities of the town are tourism , commerce and fishing .",0
2310,Crystal structure is now found by analysis of the diffraction patterns of a sample targeted by a beam of some type .,1
252,Would you rather meet for lunch at your place or mine ?,0
2377,The naked mole rat can only regulate its body temperature in the typical mammalian fashion over a relatively narrow range of temperatures .,1
1775,Each postcode area is divided into post towns and postcode districts .,0
2290,The apical complex includes vesicles which open at the front of the cell .,1
1313,The collection includes some of the prefecture 's most important cultural assets and works by artists with some connection to the region .,0
2750,These somewhat abstract concerns tend to determine some but not all details of a specific concrete market system where buyers and sellers actually meet and commit to trade .,1
284,The sound came in intervals .,0
176,The store has changed its return policy so I ca n't get a refund .,0
1603,The economic impact of the common cold is not well understood in much of the world .,0
1933,Absolute value may be thought of as the number 's distance from zero on the real number line .,1
396,She is allergic to oysters .,0
641,Ri possibly gave birth to a child in 2010 ; sources have reported it is a boy .,0
2151,"Today , however , price fixing by private entities is illegal under the antitrust laws of more than 140 countries .",1
763,Chameleons have the most distinctive eyes of any reptile .,1
992,Copper is one of a few metallic elements with a natural color other than gray or silver .,0
341,Being a godmother is a special responsibility .,0
1128,"However , the theater was closed on royal order in 1792 and it became a warehouse .",0
1819,Water wheels have been used for hundreds of years for industrial power .,0
1637,The province is a popular tourist destination with its beaches and resorts .,0
2272,"In Canada and the United States , neighborhoods are often given official or semi-official status through neighborhood associations , neighborhood watches or block watches .",1
1497,"In 1915 , during South West Africa Campaign of World War I , South Africa captured the German colony .",0
2032,"An elbow smash is where a wrestler makes a punching motion , tucks their hand towards their chest so the elbow and forearm make contact .",1
1657,The film received extremely negative reviews from critics .,0
581,"A bald eagle , the national bird of the United States , symbolizes protection in peace and war .",1
2748,"Even though astronomers tried to find it again , it has not been reliably seen since .",1
217,James is so organized that he 's never handed in late homework .,0
958,Mrs . Which is the leader of the three women and the wisest .,0
1265,The executive in a legal system serves as the center of political authority of the State .,0
6,They all thought Lily disliked everyone because she was so unfriendly .,0
198,She is the program administrator so ask her .,0
1663,A winger or wide player refer to a non-defender who plays on the left or right sides of the pitch .,0
281,She whispered so as not to wake him .,0
562,The mineral was used during mummification ceremonies in ancient Egypt because it absorbs water and behaves as a drying agent .,1
1453,Performance changes were made to speed up tasks across supported iOS devices .,0
1698,737s are not equipped with fuel dump systems .,0
1309,"5566 's members not only work together as one , but they also work separately .",0
635,"Although pin stripes are found in mostly in men's suits , any type of fabric can be pin striped .",0
2441,"In humans and animals , fear is adjusted by cognition and learning .",1
973,"O' Connell was Australia 's oldest living Test captain up until his death on 28 June 2017 , at the age of 94 .",0
69,My complaining son annoyed me this morning .,0
1284,Hopes that the ballet would be ready in May were dashed .,0
1625,Sock puppets are often used for the education and entertainment of children .,0
2061,The greater flamingo resides in mudflats and shallow coastal lagoons with salt water .,1
277,They were able to track the astronauts ' return and quickly get to the area where they landed .,1
2201,"Suspects have been named by law enforcement and amateur investigators , mainly led by Dave Toschi , but no conclusive evidence has surfaced .",1
2562,The meat in the dish was normally cut into medium-sized pieces and simmered with the vegetables in water .,1
191,There will be more options for you to choose from if you are open-minded .,0
2040,The specificity of bird calls has been used extensively for species identification .,1
1376,Financial maths is the study of maths for financial markets .,0
573,"Platform games originated in the early 1980s , which were often about climbing ladders as much as jumping , with 3D successors popularized in the mid-1990s .",1
1573,"In the United States and Canada , digital clocks and computers commonly display 12 a. m at midnight .",0
2251,"In December 1912 , workers at a local quarry uncovered a crack in the rocks .",1
2458,"At the time of foundation in 1878 the order had only one class , that of Companion , with no quota imposed .",1
838,The history of the city has always been closely connected to shipbuilding .,0
288,"This year was one of the coldest winters in recorded history , some say because of the climate change issue .",0
2105,Amateur radio operators use various modes of transmission to communicate .,1
1919,"There have been numerous acts , both groups and individuals , that have won multiple awards .",1
2,You must be tired from your long week and heavy workload .,0
99,Do you promise to care for her as long as you both shall live ?,0
977,Political parties became legal in Ghana in 1992 .,0
393,It will only get hotter but at least we can go to the beach .,0
2506,Some enzymes need several cofactors .,1
1011,"The lake has a good variety of fishes , and is a popular tourist attraction for fishing .",0
2604,"Superscalar CPU design is concerned with improving accuracy of the instruction dispatcher , and allowing it to keep the multiple functional units busy at all times .",1
2333,"Before the age of man or beast , the immortals wage war on each other in the heavens .",1
1054,"Statistically speaking , elevators are extremely safe .",0
61,You must not deceive people just to satisfy your goals .,0
207,Jamie absolutely hated mushroom .,0
247,The news of his death brought the meeting to a halt .,0
1278,Sexual reproduction first appeared about a billion years ago .,0
1447,"A week after impact , food is in very short supply across the entire planet .",0
685,"In the northwestern hills of the state , there are more northern - hardwood type trees .",0
995,Fingering is generally considered safe sex as long as there are no open wounds on the fingers .,0
428,The innovation that led to flatbread pizza was the use of tomato as a topping .,0
1358,Some fish change sex over the course of their life .,0
534,"The Gran Valira is a tributary to the Segre , which in turn is a tributary to the Ebro .",1
2209,They are also used as pollinizers in apple orchards .,1
1578,Public places such as parks and beaches are very important for many recreational activities .,0
1725,The flyweight division was the last of boxing 's eight traditional weight classes to be established .,0
1190,"In 2007 , a special TGV set the speed record for rail vehicles , reaching 574,8 km / h.",0
1854,"In 1895 , the six premiers of the Australian colonies agreed to set up a new Convention by popular vote .",0
672,In the late 1980s and early 1990s the number of cars attempting to enter each race was as high as 39 .,0
1747,000 is the primary emergency telephone number in Australia .,0
744,Virenque was criticized by the media and satirists for his denial in the face of increasing evidence and his pretence of having been doped without his knowledge .,1
2263,The friction between the ropes and the pulley furnishes the traction which gives this type of elevator its name .,1
1266,Critics commented on the film 's misleading advertisement campaign .,0
841,Regular hand washing reduces the spread of cold viruses .,0
1690,"In most developed countries , the law requires that ingredients be listed according to their relative weight in the product .",0
2693,"Given the above , one widely held view of the progression of the accounting and finance career path is that financial accounting is a stepping stone to management accounting .",1
2569,The vehicle that was used as an atmospheric drop test glider had no propulsion system .,1
1162,"Before the beginnig of the 1700s , there might not have been a permanent population there .",0
2162,"The convention sets out the definition , rights and duties of statehood .",1
2802,There is no connection between the shape of a bacterium and its color in the Gram staining .,1
1970,This small island is entirely of volcanic origin .,1
712,"On firearms , bipods are commonly used on rifles and machine guns to provide a forward rest and reduce motion .",1
629,The release cycle has followed various schedules but currently aims for four releases per year .,0
1467,"To illustrate the computation , suppose a coach trains long-distance runners for one month using two methods .",0
495,"People with hepatitis A should rest , drink a lot of water and avoid alcohol .",1
2814,"After the war his research focused on human genetics , pioneering in what is now known as gene regulation .",1
1951,"There are some species that need organic compounds as a source of food , but are able to use light as a source of energy .",1
1253,The climate of Ghana is tropical and there are two main seasons : the wet season and the dry season .,0
2254,Occasionally a nova is bright enough and close enough to be seen by the unaided eye .,1
2537,The Japanese government continues to search for and retrieve the remains of Japanese military personnel who were killed during the battle .,1
196,I did n't see anything suspicious .,0
1511,"While admission to some concerts is free , charging for tickets is very common .",0
1093,"In the 19th century , water closets started to be more common than chamber pots , but chamber pots were still used until the mid-20th century .",0
1018,"In this way , a single QRcode can be used to find the same article , in many languages .",0
266,The woman whom some claimed to be the missing daughter of the Czar was proved to be a fraud .,1
472,In the game you have option of playing as selected celebrities and professionals from the show .,0
2769,"Skin prick test , the most efficient diagnosis , shows the reactions in a short period .",1
1263,The unit deals with many water issues in industry and mining .,0
450,The tornado was estimated to have been an F4 on the Fujita scale .,0
2294,Typical rounding problems include : The most basic form of rounding is to replace an arbitrary number by an integer .,1
2011,The nose cavity is divided into a right and left passageway .,1
2453,There are few flora and fauna due to the harsh climate .,1
821,The swimming competition was held in the open sea .,0
332,That author 's books give many people pleasure .,0
1455,The train may sometimes experience a rollback after it is launched .,0
2488,"Social and affectionate , the name comes from the parrots ' strong , monogamous pair bonding and the long periods which paired birds spend sitting together .",1
1037,The authors suggest that oil dependence is a problem we need no longer have .,0
1545,Their small budget was a reason to use the ship for much of telling the story .,0
455,Greek philosophy is one of the foundations of Western culture .,0
2168,"Symbolically , spires have two functions .",1
1825,"On October 5 , a tropical storm formed south of Haiti .",0
2141,The line is used to show that the Monarch has granted their Royal Assent to a bill in order to make it become law .,1
1256,Discord allows users to connect to their account to their Twitch . tv .,0
2615,"The building of both bridges was difficult , with both the first and second bridges needing multiple redesigns from multiple architects .",1
2739,Fashion designers attempt to design clothes which are functional as well as aesthetically pleasing .,1
2299,Secondary structure refers to highly regular local sub-structures on the actual polypeptide backbone chain .,1
1979,A number of medications are used to treat bipolar disorder .,1
975,This location is considered healing and is appreciated by some locals .,0
2746,These early mammals developed many traits which were to make them well - suited for a very active lifestyle .,1
1473,Roads and railways have been built through passes .,0
714,The burden of proof is always on the person who brings a claim in a dispute .,1
1458,Theories differ as to how the water entered the tank .,0
1368,Another unique waterpark feature is ice skating .,0
1868,"The G and PG ratings are often left out , since they are typical of normal , everyday climbing .",0
1121,"The book has remained in print since its initial publication in 1971 , and has sold over two million copies .",0
585,The following is a list of serum hCG levels .,1
787,"In their usual habitat , chinchillas live either in burrows , or in crevices of rocks .",1
1155,"29,000 houses were destroyed and more than 5,000 people were killed .",0
1036,"German people started arriving in 1828 , after Brazilian independence .",0
795,"By 1851 , there were 15 asteroids , all but one with their own symbol .",1
2038,The same definition is sometimes used for functions that take real or integer values .,1
222,"When I dropped off my backpack in the locker room , I thought I saw yours in there too .",0
1456,Some of these performances were omitted from DVD release for copyright reasons .,0
1149,"On January 17 , 1995 , a magnitude 6.9 earthquake occurred at 5 : 46 am JST near the city .",0
2508,"In analog circuit design , a multiplexer is a special type of analog switch that connects one signal selected from several inputs to a single output .",1
596,A striking feature of metabolism is the similarity of the basic metabolic pathways among vastly different species .,1
28,"If they tried to steal it , they 'd be caught on camera .",0
134,The boys shouting at the man were upset because he had stolen their backpacks .,0
2136,In economics capital accumulation is often seen as the same as investment .,1
1872,Venegas began playing instruments at age 10 when her parents first sent her to piano lessons .,0
320,Amanda was pleased to see all of the residents happy in her newly built apartment .,0
1911,The islet is noted for its large gannet colony .,1
1925,"The drug is often involved in drug intoxication , including overdoses .",1
2454,"Handbooks may deal with any topic , and are generally compendiums of information in a particular field or about a particular technique .",1
1738,"Upon its release in 1975 , critical response was mixed , although the box office receipts were strong .",0
847,The chessboard on the top of the box was thin .,0
177,The brothers were as plump as their sisters .,0
1587,"A lot of classical guitar music is in E minor , because this key is very suited for the instrument .",0
540,Zika virus can also spread by sexual transmission from infected men to their partners .,1
1290,"The sea , characterized by severe climate , is frozen over most of the year .",0
587,The disparities between the two sets of dates result from additional discoveries and refined understanding of the still very incomplete source evidence .,1
2702,"Until the end of 2004 , there were six criteria for cultural heritage and four criteria for natural heritage .",1
1667,This species may be found in a variety of open habitats and gardens .,0
1982,The following is a comparative table classifying the natural satellites in the Solar System by diameter .,1
