Unnamed: 0,text,label,pred,confidence,correct
2684,"The small commune formed only industrial and is residential today , the picturesque buildings mixed with modern buildings .",1,1,0.57306546,True
647,The methods used cover both static and dynamic situations .,0,1,0.57523406,False
645,Shabbat is a day of celebration as well as prayer .,0,0,0.57569593,True
2471,Test pilots must know about aerospace engineering in order to know how and why planes are tested .,1,0,0.5760751,False
124,"The moment when the earthquake hit , the tsunami sirens began to shriek .",1,1,0.57919985,True
1729,The city is notable for its well - preserved downtown with a number of remaining historic businesses .,0,0,0.58720434,True
2784,"Amid tensions between Iran and the United States , the United States blamed Iran for the attacks .",1,1,0.5895774,True
1758,"Since cholera became common in the 19th century , it has killed tens of millions of people .",0,0,0.59058124,True
963,These are forest birds that tend to feed on insects at or near the ground .,0,0,0.59143376,True
2152,Intellectual disability has been documented under a variety of names throughout history .,1,1,0.5925104,True
2191,Grosics died on 13 June 2014 after suffering from cardiac and lung problems .,1,1,0.5928798,True
1523,A table consists of an orderly arrangement of rows and columns .,0,1,0.5939315,False
1350,The total number of people with this infection is higher in some countries in Africa and Asia .,0,0,0.59766436,True
1528,Eggs are laid singly under old leaves of a host plant and are green or grey blue .,0,1,0.59905344,False
1235,Geordi was born blind and must wear a VISOR to help him see .,0,0,0.60114336,True
1878,The purpose of a formal name is to have a single name which is accepted and used worldwide for a particular plant or plant group .,0,1,0.6045445,False
1863,"While hundreds of comic series have been produced in the Franco- Belgian group , some are more notable than others .",0,0,0.61187726,True
1049,Pure aluminum is quite soft and lacking in strength .,0,1,0.61333054,False
967,"If two computers send data at the same time , a collision will occur .",0,0,0.61410636,True
2516,The court has ruled that the $ 2.7 billion in school funding was inadequate and distributed unfairly .,1,1,0.6158266,True
2199,Caramel sauce is made by mixing caramelized sugar with cream .,1,0,0.6164394,False
446,"Thin slices or strips of vegetables or seafood are dipped in the batter , then briefly deep-fried in hot oil .",0,1,0.61662495,False
2074,"Estimates for the total number of casualties in the war vary , because many deaths went unrecorded .",1,1,0.62398106,True
2084,The current cantonal constitution dates from 1997 .,1,0,0.62541056,False
1340,In 1873 mine employers attempted to introduce Saturday afternoon and Sunday shifts .,0,0,0.6278852,True
1953,"The following is a list of active , unofficial codes that emulate the ISO 4217 format .",1,1,0.63217354,True
2097,"Up to four people can play in multiplayer mode , which has specific rules predetermined by the players .",1,0,0.6336023,False
2452,"Apart from successful soundtracks , he has also received notability for his background music and is considered one of the finest background music composers in India .",1,1,0.6349265,True
928,"Unlike most boy bands , they formed independently and were later picked up by a record label , rather than being assembled by a label or a producer .",0,0,0.6373623,True
1987,"The frog has a few native predators , among them snakes and birds .",1,0,0.6389926,False
1419,"The professors currently hold their positions for three years , extendable for a fourth year .",0,0,0.64008605,True
1428,Management accountants have a dual reporting relationship .,0,1,0.64169896,False
2669,"As a profession , medical illustration has a more recent history .",1,0,0.6521259,False
1791,"From 2014 the museum faced budget cuts that dropped its maintenance to less than R $ 520,000 annually .",0,0,0.6536704,True
1746,With the start of the Soest district in 1817 its influence slowly rose .,0,0,0.65370107,True
515,"The throwback uniforms would have an impact on future seasons in the NHL , as several teams adopted throwbacks as alternate jerseys .",1,1,0.6551484,True
1339,It is known for its inviting jungle gym-like characteristics .,0,0,0.6581797,True
556,The animated series takes place chronologically between the and films .,1,0,0.6582047,False
1461,The shrinking generator uses a different technique .,0,1,0.66029084,False
1074,The division was one of the original 65 divisions contested at the first federal election .,0,0,0.66263586,True
2156,"As part of the regeneration , the transport links to Ravenscraig will be greatly improved .",1,1,0.66265374,True
1851,Electric rays are found from shallow coastal waters down to at least 1000 m deep .,0,1,0.6626548,False
1077,"A bird bath is an attraction for many different species of birds to visit gardens , especially during the summer and drought periods .",0,0,0.662895,True
1682,Western modern historical linguistics dates from the late 18th century .,0,1,0.66421574,False
758,The state agency operates with an annual appropriation of approximately six million dollars and approximately 100 employees .,1,1,0.66439354,True
521,Medical testing for sexually transmitted infections is important for prevention .,1,1,0.6672895,True
1621,"Located on the hillside , the palace was considered crucial in establishing control in the early days of the kingdom .",0,0,0.6734273,True
630,The 20 in diameter cannon accepted balls that weighed 175 kg .,0,1,0.67508125,False
1935,This lets the photographer control the amount of light reaching the film or image sensor .,1,1,0.6759495,True
1474,"Kodkods are active during the day and night , but they only go into open ground under the cover of darkness .",0,1,0.6765348,False
1495,These plants are very simple : They lack an obvious stem or leaves .,0,0,0.67809826,True
1563,On the 29 August 2010 trail bike riders discovered another human skeleton in the forest .,0,0,0.6820367,True
2189,Females reach sexual maturity at 4 years while males do not reach maturity until 7 years old .,1,0,0.6843493,False
654,Similarities in his musical style with the earlier works of Mozart have often been noted .,0,1,0.68686926,False
424,It can be used as a mordant .,0,1,0.6870531,False
2102,The main attack tried to rescue the trapped battalions .,1,0,0.6884356,False
1527,The court has ruled that the $ 2.7 billion in school funding was not good enough and was given out unfairly .,0,0,0.689603,True
1294,Conscious thought is not necessary for knowledge of results to have its effect .,0,1,0.692676,False
2357,"Zero-fare public transport services are funded in full by means other than collecting a fare from passengers , normally through heavy subsidy or commercial sponsorship by businesses .",1,1,0.6935893,True
792,The meaning and intent are sometimes mirrored in different terms .,1,0,0.6944693,False
1907,The giant panda has luxuriant black - and - white fur .,1,1,0.69534487,True
2495,"These dates are allegedly the king 's birthday and coronation day , respectively .",1,0,0.69592404,False
1176,"The female potoroos can have two babies in a year , but only carry one at a time .",0,0,0.69647324,True
417,The berry has a low sugar content and a mildly sweet taste .,0,0,0.6974231,True
2503,"The main economic activity of the municipality is agriculture and some livestock , tourism and trade with Haiti .",1,0,0.69891995,False
1133,"Since measurings begun in 1905 , several November records for deep snow were broken .",0,1,0.701151,False
760,Modern instruments classified as bugles are often valved .,1,1,0.7022605,True
966,A group that makes more money than it spends can lend or invest the excess profit .,0,0,0.7024362,True
2552,The only time a female flying lizard ventures to the ground is when she is ready to lay her eggs .,1,1,0.7083902,True
2775,"Most competitive teams keep two sets of uniforms , with one design emphasizing the primary color and the other emphasizing the secondary color .",1,0,0.70960116,False
2557,When writing currency amounts the location of the symbol varies by currency .,1,0,0.710486,False
675,"A special Christmas family meal is traditionally an important part of the holiday 's celebration , and the food that is served varies greatly from country to country .",0,0,0.7122895,True
696,"Passes are synced between iOS devices using iCloud , and OS X 10.8.2 and later also support opening passes to be sent to users ' iOS devices .",1,0,0.71241665,False
1597,Game theory has also been used in philosophy .,0,0,0.7157043,True
1670,"People have been pedicuring their nails for more than 4,000 years .",0,1,0.715774,False
694,"Once boot options have been selected , GRUB loads the selected kernel into memory and passes control to the kernel .",1,1,0.7183145,True
1781,As a former President of Ireland he was given a state funeral .,0,0,0.7223565,True
1836,"In appearance , it is light yellow and opaque , smooth and creamy .",0,1,0.72846025,False
628,"In most cases , contribution claims are made like the original claim itself .",0,1,0.7297601,False
777,Flamsteed calculated the solar eclipses of 1666 and 1668 .,1,1,0.73021734,True
423,"During World War II , the elephants at the Zoo were killed in the air raids of September 7 - 8 , 1941 .",0,0,0.732737,True
457,Exploring the mines is not allowed by the prefecture and people caught get heavy fines .,0,0,0.7357126,True
2111,The word lineman / linesman refers to those who work in generally outdoor installation and maintenance jobs .,1,1,0.7366828,True
1460,The shrinking generator takes a different approach .,0,1,0.73768157,False
1193,"Historically , Latin or Romance languages have been the official languages in this region .",0,0,0.7405858,True
1905,"A traditional design , the grapnel style is simple to design and build .",1,1,0.74115646,True
912,Human impacts during the 19th and 20th century have been significant .,0,0,0.74223226,True
1656,The party declined rapidly after the 1856 election .,0,0,0.74311596,True
1136,Adults of both sexes are medium to large birds .,0,0,0.74586576,True
1438,Recent editions have focused on record feats by human competitors .,0,0,0.7483165,True
1157,Rapid forces were needed to protect important locations from the enemy .,0,0,0.7484482,True
1716,The geodetic center of North America is within the county .,0,1,0.75101244,False
2646,Feature films usually have insurance in place by the time principal photography begins .,1,0,0.7540769,False
1487,The simplest form of term life insurance is a one-year contract .,0,0,0.754209,True
1234,Caramel sauce is made from heating water and caster sugar at a low to medium temperature .,0,1,0.7559478,False
2617,SIDS rates are higher in babies of mothers who smoke during pregnancy .,1,1,0.75804144,True
1795,"While there are many alternative treatments used for the common cold , there is not enough scientific evidence to support the use of most treatments .",0,1,0.7634265,False
965,"After 1998 , he began suffering from both weight - control problems and injuries .",0,0,0.76808864,True
2055,There have been numerous revivals since newer styles supplanted ragtime in the 1920s .,1,1,0.77095026,True
915,"Brown recluse spiders are usually between 6 and , but may grow larger .",0,1,0.7732964,False
817,Gribbles bore into wood and plant material for food .,0,1,0.77998894,False
1780,"Though he experimented in many styles of art , his unique talent was landscape painting .",0,0,0.7802672,True
809,Szeged and surrounding area has been inhabited since ancient time .,1,0,0.7803872,False
668,"As of the 2011 testing season , exams cost $ 87 each , though the cost may reduced for poor students who cannot pay for it .",0,0,0.78191197,True
2060,"When people find specific impulse , the only fuel counted is in the rocket before it gets fired .",1,1,0.7823997,True
2786,Visitors typically arrive at a tram station in the arrival plaza between the administrative buildings and the museum entrance .,1,0,0.78312063,False
2514,"The work is anonymous , and there is speculation about the author 's identity .",1,0,0.7837352,False
1680,Heavy rotation or power rotation is a list of songs that get the most airplay on a radio station .,0,0,0.7837622,True
2393,"In the United States , about 2 % of people have hepatitis C , with 35,000 to 185,000 new cases a year .",1,1,0.78508383,True
1779,He is thought of as one of the most important architectural thinkers and urbanists of his generation .,0,1,0.78594965,False
2207,"Soaps and detergents help to spread the oils and dirt particles through the water , so they can be washed away .",1,1,0.78773123,True
826,"Many species have five petals , often grown together .",0,0,0.7891002,True
1839,"The library has a chess room that houses a wide range of materials dedicated to the history , study and practice of chess .",0,0,0.7892917,True
2596,"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 498 to 506 .",1,1,0.7897893,True
1296,African elephants receive some legal protection in every country where they are found .,0,0,0.79076034,True
1158,Butter cakes are often made by beating the butter and sugar until fluffy .,0,0,0.79122937,True
1983,"Its relative major is E major , and its parallel major is C-sharp major .",1,1,0.7921136,True
2787,Some specific ministries / department are not allocated to anyone in the cabinet but the Prime Minister himself .,1,0,0.7924328,False
938,"While these literary sources do not prove that the punishment still took place , they do provide evidence that it had not been forgotten .",0,1,0.7925236,False
121,I am a researcher in applied corpus linguistics .,1,1,0.7948767,True
1236,"As of 2017 , the books had collectively sold more than seven million copies , and appeared on numerous childrens ' best-seller lists .",0,0,0.7968479,True
441,"The majority of squid are no more than 60 cm long , although the giant squid may reach 13 m .",0,1,0.7989783,False
1084,The head and thorax are white .,0,0,0.80047,True
438,Governments use different kinds of taxes and vary the tax rates .,0,0,0.8014581,True
1695,Bear is often called a hard science fiction author because he uses many scientific details in his work .,0,0,0.8019107,True
1887,"Historic Scotland had direct responsibility for maintaining and running over 360 monuments in its care , about a quarter of which are manned and charge admission entry .",1,1,0.806209,True
1331,"Following two major accidents in 2002 and 2003 , one of the main issues in safety has been at the corner 130R .",0,0,0.808986,True
2132,"The station 's large hall was chosen because its dimensions are similar to 19th century concert halls , that is , it is shaped in the 'shoebox style ' .",1,0,0.8089927,False
1629,Nightingales are named so because they frequently sing at night as well as during the day .,0,0,0.80981976,True
2681,Breckinridge ordered his field officers to make an inspection of the troops and to report back with the condition of his army .,1,1,0.8158896,True
1713,Goaltenders are not permitted to serve as captains during games .,0,0,0.8163945,True
1416,"In addition , there are 19 associate members and one affiliate member .",0,0,0.81654966,True
2113,"Roussimoff died in his sleep of congestive heart failure on the night of January 27 , 1993 , in a Paris hotel room .",1,1,0.816696,True
2392,Healthy gums usually have no reaction to normal disturbance such as brushing .,1,1,0.81750035,True
2699,"While the cause of the common cold has only been identified since the 1950s , the disease has been with humanity throughout history .",1,1,0.8179534,True
1146,"For example , assume an investor had to choose between two stocks .",0,0,0.81865925,True
1736,During the Spanish Civil War he left his work to be in theater as an amateur actor .,0,0,0.820044,True
2695,"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 480 to 484 .",1,1,0.8203114,True
1308,Blankets may also be used on the ground for a picnic or other places where people want to sit without their clothing getting dirty or wet .,0,0,0.820406,True
1662,Today Trailways members are spread across North America .,0,0,0.82090163,True
1751,Certain networks have made changes to prevent them from being used by such multi-network IM clients .,0,1,0.82279766,False
1816,"Naming a child after a relative , friend , or well - known person is a common practice in the English -speaking world .",0,0,0.8233995,True
631,All- female bands are not restricted by mainstream genres .,0,0,0.82396954,True
2220,Performance improvements are sometimes delivered via WAFS or WAN optimization .,1,1,0.8282154,True
1053,Some serious nuclear accidents have occurred .,0,0,0.8282393,True
508,Bird banders have found that only 25 % of juvenile American robins live through their first year .,1,1,0.83146095,True
2010,"Before the unification of Egypt , the land was settled with autonomous villages .",1,1,0.8315145,True
2757,"One of the primary industries in the town is tourism , most notably scuba diving .",1,0,0.8322721,False
1949,"The yellow flowers of the plant produce hairy seed pods , with each pod containing roughly a half dozen seeds .",1,1,0.8324188,True
1241,Music and sport are the only fields that largely fall outside the station 's remit .,0,0,0.83326626,True
2085,"The English text comprises 108,260 words and is divided into two parts , each reading as a continuous narrative with no chapter divisions .",1,1,0.83347607,True
2547,"No firm dates can be assigned to this Emperor 's life or reign , but he is conventionally considered to have reigned from 406 CE to 410 CE .",1,1,0.83620036,True
2589,"The eastern border of the province corresponds to the western side of the Maas , which originates in France .",1,1,0.8363027,True
541,"Perspective drawings have a horizon line , which is often implied .",1,1,0.83675545,True
745,This phrase is British in origin and derives from sports that use goalposts .,1,0,0.8369874,False
888,This species is blue-green to green in color and commonly grows to approximately 46 cm .,0,0,0.83893675,True
1765,"In the knockout phase , teams play against each other over two legs on a home - and - away basis , except for the one-match final .",0,0,0.83896893,True
1518,"Birdsong died on June 4 , 2019 , as a result of injuries sustained in a car crash .",0,0,0.8392336,True
1111,The A $ 32 million first phase of a major upgrade began in 2010 and is expected to be completed during 2015 .,0,0,0.8410128,True
2262,"The hosts were only announced after the qualifying round , which meant all teams had to participate in the qualification process for the final stage .",1,0,0.8424554,False
2744,"In the knockout stage , teams play against each other over two legs on a home - and - away basis , except for the one-match final .",1,0,0.84268135,False
2192,Most species of the sea snakes are able to respire through the top of their skin .,1,1,0.8429537,True
408,Give your urine sample to the lab technician .,1,0,0.8441626,False
2153,During the day amphiumas hide in plants .,1,1,0.84432954,True
2500,Producing a stop-motion animation using clay is extremely laborious .,1,1,0.84776264,True
907,"After World War II , the countries in Europe wanted to live peacefully together and help one another 's economies .",0,0,0.84837586,True
1544,Architecture is the art and science of designing buildings and structures .,0,0,0.8494206,True
1952,"A common-use facility or terminal design disallows airlines to have its own proprietary check - in counters , gates and IT systems .",1,1,0.84948367,True
1282,Costa Rica developed high literacy rates and education levels .,0,0,0.8496289,True
2517,Short 's unsolved murder and the details surrounding it have had caused many theories and public speculation .,1,1,0.8496791,True
1837,"Throughout the campus , many fountains provide white noise as a background .",0,0,0.8507994,True
113,There is probably titanium in your eyeglass frames .,1,0,0.85091966,False
480,"Otherwise , companies in France was looking for graduated students with specialized skills , for jobs in key sectors .",0,0,0.8517192,True
1677,"Many cultures do have an oral law , while most legal systems of today have a formal written organization .",0,1,0.8519968,False
2374,"The Romans adopted the Greek tradition , writing at first in Greek , but eventually chronicling their history in a freshly non-Greek language .",1,1,0.8533481,True
1642,Eucalypts draw a very large amount of water from the soil .,0,1,0.85413486,False
1884,"It is grown as an ornamental plant in gardens , where several cultivars have been selected with varying pastel colors , including pink and purple .",1,1,0.85541517,True
2269,It is a close relative of the mourning and eared doves .,1,1,0.85869426,True
2641,"All shrews are comparatively small , most no larger than a mouse .",1,1,0.8587408,True
1272,"On Friday , drivers had a 45 - minute free practice session and a 30 - minute qualifying session .",0,0,0.8588052,True
272,"If I were an engineer , I would look for a chemical safer than water to use for geothermal energy production .",1,1,0.8589888,True
1357,"In 2017 , the museum received 2,165,601 visitors , Scotland 's most popular visitor attraction that year .",0,0,0.85985535,True
1607,Production and use of energy resources is important to the economy of the world .,0,0,0.86118126,True
1704,In January 2013 Jenneke was ranked tenth on AskMen. com 's 99 Most Desirable Women 2013 .,0,0,0.86211336,True
2550,An addition reaction is the opposite of an elimination reaction .,1,1,0.8639304,True
796,The nouns and adjectives are created by removing the ending and thus obtaining the root .,1,1,0.8651121,True
1366,The phrase is used in widely varying contexts .,0,0,0.8661358,True
1252,"This species may be seen flying from April to October in the south , while in the north it flies from summer to early fall .",0,0,0.86640173,True
1852,"There were just two entries in the quad doubles , and they played a straight final to decide the championship .",0,0,0.8668673,True
2534,"At the 2009 Census , the commune had a population of 677 .",1,0,0.86706847,False
2533,Leaf insects use camouflage to take on the appearance of a leaf .,1,1,0.86717385,True
2491,Many game artists are called upon to develop graphical treatments for the environments and elements in which role - playing games take place .,1,1,0.86846036,True
555,The number of chromosomes is 40 .,1,0,0.86889815,False
1612,Insect respiration happens without lungs .,0,1,0.86923754,False
1433,Points are awarded to drivers and teams based on their finishing order .,0,0,0.8693941,True
2444,"Perjury is a serious crime because it might be used to take away the power of a court , which can lead to punishment for the wrong person .",1,1,0.8697396,True
2001,The first goal of treating gout is to reduce the symptoms of an acute attack .,1,1,0.8701816,True
2184,Its natural habitats are subtropical or tropical forests .,1,0,0.8705968,False
1783,"One of the main industries in the town is tourism , most notably scuba diving .",0,0,0.87101465,True
820,The swimming competition was held in the open sea because the organizers had refused to spend the money necessary for a specially constructed stadium .,0,0,0.8715408,True
1240,It is made up of 8 districts and 28 municipalities .,0,0,0.87197953,True
2509,The boiling point of a liquid varies depending upon the surrounding environmental pressure .,1,1,0.8720641,True
667,Car rentals are subject to many conditions which vary from one brand to another .,0,0,0.87231815,True
1536,Sixth is the roof escape opening that is in place on all Funny Cars since the division was made in the early 1970s .,0,0,0.87265867,True
600,The film 's story is about an astronaut crew who leave Earth on a deep space mission and crash land on a supposedly alien planet in the 40th century .,1,1,0.8732952,True
1580,"Virgin purchased eighty percent of the team , as part of sponsorship arrangement .",0,0,0.87401766,True
2121,"The wreath was added against the rules of heraldry , breaking up the carpet pattern .",1,1,0.87420607,True
943,"He and his wife Mary have three children and , as of July 2016 , six grandchildren .",0,0,0.87484884,True
2230,There were some changes in the terms of their service which may have created resentment .,1,0,0.8753232,False
1800,Mood and emotions at work are related to job satisfaction .,0,0,0.87642354,True
53,They got together to pray and wish the rains would stop flooding the river and drowning the crops .,0,0,0.8766436,True
1981,A nuclear meltdown may be part of a chain of disasters .,1,1,0.8778013,True
2334,"For many years , efforts to discover brown dwarfs were fruitless .",1,1,0.8788674,True
482,"From time to time , individuals joined the Order by special permission .",0,0,0.87897587,True
2810,This subfamily is widely distributed and members are adapted to a wide variety of environments .,1,1,0.8792092,True
2781,As a result the two worlds collide and it seems they are doomed by circumstance .,1,1,0.8795362,True
418,"Town criers were protected by royalty , as they sometimes brought bad news such as tax increases .",0,1,0.880043,False
1643,The pumpkin is native to the continent of North America .,0,0,0.880462,True
920,"Agriculture is still one of the main activities in the province , adding 15 % to its output .",0,0,0.8814898,True
2779,Evaporation is an essential part of the water cycle .,1,1,0.8817687,True
430,There are no records of any military related acts in his time in which he participated .,0,0,0.8824672,True
849,People first began using weather charts in a modern way in the mid-19th century .,0,0,0.8828946,True
1600,There are major differences between the political system of the United States and that of most other developed democracies .,0,1,0.88313806,False
2243,The structure of courts and the methods of selecting judges is determined by each state 's constitution or legislature .,1,1,0.88341236,True
2704,Jutbring has been an active proponent of feminism and equal opportunities for women .,1,1,0.8836423,True
2780,"As a result , the two worlds collide and it seems they are doomed by circumstance .",1,1,0.88373744,True
2242,"At about 11 : 31 AM MST , the track of both airplanes intersected over the canyon , and they hit each other .",1,1,0.8849759,True
964,The provinces and territories are all sub-divided into regions for a variety of official and unofficial purposes .,0,1,0.8857357,False
364,"In order to communicate with each other , both the French girlfriend and the Japanese boyfriend decided to learn a third language .",0,0,0.8857528,True
650,Fireworks dates back to the 7th century and originated in China .,0,0,0.8862312,True
1913,GCs are part of the feedback system for the immune system .,1,1,0.88669497,True
1971,The first recorded outbreak of chikungunya may have been in 1779 .,1,1,0.8867035,True
2807,"In the center of a village , the ground begins to open up and a strange green light emanates from within .",1,1,0.8873431,True
2355,"Crombie 's family announced on April 18 , 2015 that he had died suddenly three days earlier of a brain hemorrhage in New York City .",1,1,0.8882394,True
2809,"This subfamily is widely distributed , and members are adapted to a wide variety of environments .",1,1,0.88854456,True
1318,Call and response singing is common in modern Western popular music .,0,0,0.8898775,True
2457,The rocky coastline has been the site of a number of shipwrecks .,1,1,0.8907058,True
1853,"There was just two entries in the Quad doubles , and they played a straight final to decided the championship .",0,0,0.89178866,True
1389,Matches where also be played on Tuesdays or Wednesdays instead of the normal Thursdays due to scheduling conflicts .,0,0,0.8919463,True
2467,"The historical journal , a forum where academic historians could exchange ideas and publish newly discovered information , came into being in the 19th century .",1,1,0.89326054,True
164,The copilot whom I met was dressed in an Air Canada uniform .,0,0,0.89327824,True
2350,Endgames can be classified according to the type of pieces remaining on the board .,1,0,0.8935143,False
560,Canada is also home to many indigenous languages .,1,0,0.8936711,False
549,Some clinics function as a place for people with injuries or illnesses to come and be seen by a triage nurse or other health worker .,1,1,0.8940999,True
431,March music is often important for ceremonial occasions .,0,0,0.89423466,True
120,The officials announcing the new policy looked like they were ready for inevitable criticism .,1,0,0.8944717,False
666,He played a brief part in the revolutionary events of 1848 .,0,0,0.89506173,True
805,"After several decades of prosperity , it entered a period of protracted political , military and economic decline .",1,1,0.89538896,True
133,The displeased principal kept walking around the classroom .,0,0,0.8954012,True
2078,Is responsible for emulating realistic laws of physics within the application .,1,1,0.89569086,True
624,Up - and-over or overhead doors are often used in garages .,0,0,0.8956972,True
2028,Different filters are used to select the wavelength of light which the solution absorbs the most .,1,1,0.89622176,True
1651,"In 1907 , residents of the town decided to incorporate .",0,0,0.89625597,True
1349,"He died of pneumonia and heart failure on 7 January 2018 , aged 61 .",0,0,0.8980701,True
1683,"Numbers seven and eight on the list are of a different kind from the first six , and have generally not been considered by the other authors .",0,0,0.8982283,True
2511,Intellectual property laws have the effect of converting some goods to scarce goods by law .,1,1,0.89827555,True
749,The protected area is part of the Terai-Duar savanna and grasslands ecoregion .,1,1,0.8982902,True
1635,Batting tactics and strategy depends on the type of match being played .,0,0,0.8983663,True
2708,"Unique among the United States , Alaska is not entirely subdivided into organized county equivalents .",1,1,0.89882714,True
1288,Strategic bombing was an idea first tried in World War I .,0,0,0.8988492,True
2237,There are various modifications that can be implemented atop the fundamentals of the battle royale .,1,1,0.89959794,True
1070,The group sings the theme music for the following anime .,0,0,0.89969534,True
2305,Several times people in Australia have wanted to remove the monarchy .,1,0,0.89974135,False
839,There were several inter-promotional matches after Unforgiven .,0,0,0.9002219,True
872,Assuming a comfortable position helps the baby to latch properly .,0,0,0.9009448,True
568,Over 250 different species of looli marine life are found in the 300000 acre of lagoon and surrounding waters .,1,1,0.9010924,True
2788,"As well as industrial uses , maritime pine is also a popular ornamental tree , planted in parks and gardens in areas with warm temperate climates .",1,1,0.90294576,True
2636,Rat snakes are commonly kept as pets by reptile enthusiasts .,1,1,0.90397125,True
1715,"The river is known for its water mills ; during the 1950s , they numbered approximately 18 .",0,0,0.9056259,True
2763,"C- type asteroids are extremely dark , with albedos typically in the 0.03 to 0.10 range .",1,1,0.9071415,True
1742,"Basic general information about the clients : creator / company , license , etc .",0,0,0.9071676,True
2484,Hyperoliids range from 1.5 to in body length .,1,1,0.90915585,True
